index,prot_acc,prot_desc,prot_mass,pI,[Urea]_50,Delta_G,Category,num_pixels,Smear,Coordinates_emPAI,Threshold,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
687,MOAC_ECOBW,Cyclic pyranopterin monophosphate synthase OS=Escherichia coli (strain K12 - MC4100 - BW2952) GN=moaC PE=3 SV=1,17627,6.325634765625001,0,0,found,6,False,"[[3.0, 7, 0.32000000000000001], [4.333333333333333, 7, 0.32000000000000001], [5.6666666666666661, 7, 0.32000000000000001], [5.6666666666666661, 8, 0.32000000000000001], [6.333333333333333, 8, 0.32000000000000001], [7.6666666666666661, 8, 0.32000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,MOAD_ECOLI,Molybdopterin synthase sulfur carrier subunit OS=Escherichia coli (strain K12) GN=moaD PE=1 SV=2,8752,4.253115234374999,0,0,found,3,False,"[[1.0, 0, 0.70999999999999996], [1.6666666666666665, 0, 3.8399999999999999], [3.6666666666666665, 0, 0.68999999999999995]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,MOAE_ECOLI,Molybdopterin synthase catalytic subunit OS=Escherichia coli (strain K12) GN=moaE PE=1 SV=3,16971,5.130439453125,0,0,useful,23,False,"[[0.33333333333333331, 0, 0.73999999999999999], [1.0, 0, 0.76000000000000001], [1.6666666666666665, 0, 0.32000000000000001], [2.3333333333333335, 0, 0.32000000000000001], [3.6666666666666665, 0, 0.32000000000000001], [0.33333333333333331, 1, 0.32000000000000001], [1.0, 1, 0.33000000000000002], [1.6666666666666665, 1, 0.32000000000000001], [2.3333333333333335, 1, 0.75], [3.6666666666666665, 1, 0.33000000000000002], [4.333333333333333, 1, 0.32000000000000001], [0.33333333333333331, 2, 0.77000000000000002], [2.3333333333333335, 2, 0.32000000000000001], [3.0, 2, 0.77000000000000002], [4.333333333333333, 2, 0.33000000000000002], [4.9999999999999991, 2, 0.33000000000000002], [3.6666666666666665, 3, 0.33000000000000002], [4.333333333333333, 3, 0.34000000000000002], [7.6666666666666661, 4, 0.33000000000000002], [5.6666666666666661, 5, 0.32000000000000001], [6.333333333333333, 5, 0.34000000000000002], [6.9999999999999991, 5, 0.33000000000000002], [7.6666666666666661, 5, 0.34000000000000002]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.32,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.75,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.34,0.33,0.0,0.0,0.0,0.0
690,MOBA_ECOLI,Molybdenum cofactor guanylyltransferase OS=Escherichia coli (strain K12) GN=mobA PE=1 SV=1,21743,5.613603515625,0,0,found,8,False,"[[1.0, 0, 0.25], [1.6666666666666665, 0, 0.54000000000000004], [2.3333333333333335, 0, 0.23999999999999999], [1.0, 2, 0.26000000000000001], [1.6666666666666665, 2, 0.25], [2.3333333333333335, 2, 0.23999999999999999], [2.3333333333333335, 3, 0.26000000000000001], [3.0, 3, 0.26000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,MOBB_ECOLI,Molybdopterin-guanine dinucleotide biosynthesis adapter protein OS=Escherichia coli (strain K12) GN=mobB PE=1 SV=3,19408,5.168583984374999,0,0,found,7,False,"[[0.33333333333333331, 0, 0.27000000000000002], [1.6666666666666665, 0, 0.27000000000000002], [0.33333333333333331, 1, 0.27000000000000002], [1.0, 1, 0.28999999999999998], [1.6666666666666665, 1, 0.28000000000000003], [3.6666666666666665, 1, 0.28000000000000003], [6.9999999999999991, 4, 0.28000000000000003]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,MODA_ECOLI,Molybdate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=modA PE=1 SV=1,27347,7.716884765625,0,0,useful,53,False,"[[3.6666666666666665, 1, 0.20000000000000001], [3.6666666666666665, 3, 1.9099999999999999], [5.6666666666666661, 3, 4.8300000000000001], [6.9999999999999991, 3, 1.4399999999999999], [7.6666666666666661, 3, 0.19], [0.33333333333333331, 4, 0.19], [1.0, 4, 0.72999999999999998], [1.6666666666666665, 4, 1.1100000000000001], [5.6666666666666661, 4, 0.46000000000000002], [6.9999999999999991, 4, 0.68999999999999995], [0.33333333333333331, 5, 7.4100000000000001], [1.0, 5, 4.0999999999999996], [1.6666666666666665, 5, 3.3399999999999999], [2.3333333333333335, 5, 1.8700000000000001], [3.0, 5, 1.9299999999999999], [7.6666666666666661, 5, 1.1000000000000001], [0.33333333333333331, 6, 6.3200000000000003], [1.0, 6, 5.9100000000000001], [1.6666666666666665, 6, 3.8900000000000001], [2.3333333333333335, 6, 8.9600000000000009], [3.0, 6, 3.8599999999999999], [3.6666666666666665, 6, 0.19], [4.333333333333333, 6, 1.03], [4.9999999999999991, 6, 2.0099999999999998], [5.6666666666666661, 6, 1.8899999999999999], [6.333333333333333, 6, 0.41999999999999998], [6.9999999999999991, 6, 0.20000000000000001], [7.6666666666666661, 6, 6.04], [0.33333333333333331, 7, 2.0099999999999998], [1.0, 7, 0.20000000000000001], [1.6666666666666665, 7, 1.98], [2.3333333333333335, 7, 3.71], [3.0, 7, 3.1899999999999999], [3.6666666666666665, 7, 1.8899999999999999], [4.333333333333333, 7, 3.3399999999999999], [4.9999999999999991, 7, 0.72999999999999998], [5.6666666666666661, 7, 8.0399999999999991], [6.333333333333333, 7, 0.72999999999999998], [6.9999999999999991, 7, 0.42999999999999999], [7.6666666666666661, 7, 3.8900000000000001], [0.33333333333333331, 8, 1.0700000000000001], [2.3333333333333335, 8, 0.19], [3.0, 8, 1.98], [3.6666666666666665, 8, 1.03], [4.333333333333333, 8, 2.6099999999999999], [4.9999999999999991, 8, 0.69999999999999996], [5.6666666666666661, 8, 6.5300000000000002], [6.333333333333333, 8, 5.2599999999999998], [6.9999999999999991, 8, 2.6099999999999999], [7.6666666666666661, 8, 8.0399999999999991], [2.3333333333333335, 9, 0.19], [6.333333333333333, 9, 0.20000000000000001], [7.6666666666666661, 9, 0.20999999999999999]]",0.0,0.0,1.07,2.01,6.32,7.41,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.91,4.1,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.89,3.34,1.11,0.0,0.0,0.0,0.0,0.19,0.19,3.71,8.96,1.87,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.19,3.86,1.93,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.89,0.19,0.0,0.0,1.91,0.0,0.2,0.0,0.0,2.61,3.34,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.73,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,8.04,1.89,0.0,0.46,4.83,0.0,0.0,0.0,0.2,5.26,0.73,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.43,0.2,0.0,0.69,1.44,0.0,0,0,0.21,8.04,3.89,6.04,1.1,0.0,0.19,0.0,0.0,0.0
693,MODE_ECOLI,Transcriptional regulator ModE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1,28435,5.066865234374999,0,0,useful,10,False,"[[7.6666666666666661, 6, 0.19], [2.3333333333333335, 8, 0.17999999999999999], [5.6666666666666661, 8, 0.19], [6.333333333333333, 8, 0.19], [1.0, 9, 0.19], [1.6666666666666665, 9, 0.41999999999999998], [2.3333333333333335, 9, 0.17999999999999999], [3.0, 9, 0.19], [4.333333333333333, 9, 0.19], [5.6666666666666661, 9, 0.19]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
694,MOEA_ECOLI,Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) GN=moeA PE=1 SV=1,44382,4.927001953125,0,0,useful,43,False,"[[0.33333333333333331, 3, 0.12], [1.0, 3, 0.23999999999999999], [1.6666666666666665, 3, 0.26000000000000001], [2.3333333333333335, 3, 0.26000000000000001], [5.6666666666666661, 3, 0.12], [7.6666666666666661, 3, 0.11], [0.33333333333333331, 4, 0.55000000000000004], [1.0, 4, 0.26000000000000001], [1.6666666666666665, 4, 0.26000000000000001], [2.3333333333333335, 4, 0.40000000000000002], [3.0, 4, 0.25], [0.33333333333333331, 5, 0.39000000000000001], [1.0, 5, 0.25], [1.6666666666666665, 5, 0.26000000000000001], [2.3333333333333335, 5, 0.23999999999999999], [3.0, 5, 0.25], [4.333333333333333, 5, 0.12], [7.6666666666666661, 5, 0.26000000000000001], [0.33333333333333331, 6, 0.12], [1.0, 6, 0.11], [2.3333333333333335, 6, 0.23999999999999999], [3.0, 6, 0.23999999999999999], [3.6666666666666665, 6, 0.23999999999999999], [4.333333333333333, 6, 0.23999999999999999], [4.9999999999999991, 6, 0.12], [7.6666666666666661, 6, 0.12], [3.0, 7, 0.12], [3.6666666666666665, 7, 0.23999999999999999], [4.333333333333333, 7, 0.26000000000000001], [4.9999999999999991, 7, 0.12], [7.6666666666666661, 7, 0.23999999999999999], [3.0, 8, 0.12], [3.6666666666666665, 8, 0.23999999999999999], [4.333333333333333, 8, 0.26000000000000001], [4.9999999999999991, 8, 0.23999999999999999], [5.6666666666666661, 8, 0.26000000000000001], [6.333333333333333, 8, 0.12], [6.9999999999999991, 8, 0.12], [7.6666666666666661, 8, 0.12], [5.6666666666666661, 9, 0.12], [6.333333333333333, 9, 0.26000000000000001], [6.9999999999999991, 9, 0.12], [7.6666666666666661, 9, 0.12]]",0.0,0.0,0.0,0.0,0.12,0.39,0.55,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.4,0.26,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.12,0.12,0.24,0.12,0.26,0.0,0.11,0.0,0.0,0.0
695,MOEB_ECOLI,Molybdopterin-synthase adenylyltransferase OS=Escherichia coli (strain K12) GN=moeB PE=1 SV=1,27215,4.799853515625001,0,0,useful,15,False,"[[0.33333333333333331, 0, 0.19], [1.0, 0, 0.19], [1.6666666666666665, 0, 0.41999999999999998], [0.33333333333333331, 2, 0.20000000000000001], [1.0, 2, 0.20000000000000001], [2.3333333333333335, 2, 0.19], [3.0, 2, 0.20000000000000001], [0.33333333333333331, 3, 0.20000000000000001], [1.6666666666666665, 3, 0.20999999999999999], [2.3333333333333335, 3, 0.20000000000000001], [3.0, 3, 0.44], [3.6666666666666665, 3, 0.20000000000000001], [6.9999999999999991, 5, 0.20000000000000001], [5.6666666666666661, 6, 0.19], [6.9999999999999991, 6, 0.20000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,MOG_ECOLI,Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) GN=mog PE=1 SV=1,21380,4.850712890625001,0,0,useful,41,False,"[[0.33333333333333331, 0, 1.4099999999999999], [1.0, 0, 2.8500000000000001], [1.6666666666666665, 0, 2.0], [2.3333333333333335, 0, 2.0], [3.0, 0, 0.25], [3.6666666666666665, 0, 1.3999999999999999], [4.333333333333333, 0, 0.58999999999999997], [0.33333333333333331, 1, 0.55000000000000004], [1.0, 1, 0.57999999999999996], [1.6666666666666665, 1, 0.25], [2.3333333333333335, 1, 0.25], [3.6666666666666665, 1, 0.96999999999999997], [4.333333333333333, 1, 0.56000000000000005], [4.9999999999999991, 1, 0.58999999999999997], [5.6666666666666661, 1, 0.27000000000000002], [6.333333333333333, 1, 0.25], [2.3333333333333335, 2, 0.25], [3.0, 2, 0.26000000000000001], [3.6666666666666665, 2, 0.25], [4.333333333333333, 2, 0.56999999999999995], [4.9999999999999991, 2, 0.96999999999999997], [5.6666666666666661, 2, 0.25], [3.0, 3, 0.58999999999999997], [3.6666666666666665, 3, 0.96999999999999997], [4.333333333333333, 3, 0.58999999999999997], [5.6666666666666661, 3, 0.95999999999999996], [6.9999999999999991, 3, 0.56999999999999995], [3.6666666666666665, 4, 0.26000000000000001], [5.6666666666666661, 4, 0.27000000000000002], [6.333333333333333, 4, 0.27000000000000002], [6.9999999999999991, 4, 0.56000000000000005], [7.6666666666666661, 4, 0.25], [4.9999999999999991, 5, 0.26000000000000001], [5.6666666666666661, 5, 0.56000000000000005], [6.333333333333333, 5, 1.01], [6.9999999999999991, 5, 1.48], [7.6666666666666661, 5, 1.02], [4.9999999999999991, 6, 0.26000000000000001], [5.6666666666666661, 6, 0.25], [6.333333333333333, 6, 0.56000000000000005], [6.9999999999999991, 6, 0.58999999999999997]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.97,0.25,0.97,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.57,0.56,0.59,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.97,0.59,0.0,0.0,0.0,0.0,0.25,0.56,0.27,0.96,0.25,0.27,0.0,0.0,0.0,0.0,0.56,1.01,0.27,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.59,1.48,0.56,0.57,0.0,0,0,0.0,0.0,0.0,0.0,1.02,0.25,0.0,0.0,0.0,0.0
697,MPAA_ECOLI,Protein MpaA OS=Escherichia coli (strain K12) GN=mpaA PE=1 SV=2,26940,5.359306640625,0,0,found,4,False,"[[1.6666666666666665, 3, 0.20999999999999999], [2.3333333333333335, 3, 0.20000000000000001], [3.0, 4, 0.20000000000000001], [5.6666666666666661, 6, 0.20000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,MPGP_ECOBW,Mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12 - MC4100 - BW2952) GN=BWG_1759 PE=3 SV=1,30477,4.812568359375,0,0,useful,25,False,"[[7.6666666666666661, 0, 0.17000000000000001], [0.33333333333333331, 1, 0.17000000000000001], [1.0, 1, 0.62], [0.33333333333333331, 2, 1.24], [1.0, 2, 2.1299999999999999], [2.3333333333333335, 2, 0.85999999999999999], [0.33333333333333331, 3, 0.93000000000000005], [1.0, 3, 0.17000000000000001], [1.6666666666666665, 3, 0.96999999999999997], [2.3333333333333335, 3, 1.6799999999999999], [3.0, 3, 1.26], [1.0, 4, 0.17999999999999999], [1.6666666666666665, 4, 0.17999999999999999], [3.0, 4, 2.0600000000000001], [3.6666666666666665, 4, 0.39000000000000001], [4.333333333333333, 4, 0.17000000000000001], [4.9999999999999991, 5, 0.64000000000000001], [5.6666666666666661, 5, 0.88], [7.6666666666666661, 5, 0.39000000000000001], [4.9999999999999991, 6, 0.17999999999999999], [5.6666666666666661, 6, 0.88], [6.333333333333333, 6, 1.1799999999999999], [6.9999999999999991, 6, 1.26], [7.6666666666666661, 6, 0.60999999999999999], [7.6666666666666661, 8, 0.17999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.24,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,2.13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0,0,0.0,0.18,0.0,0.61,0.39,0.0,0.0,0.0,0.0,0.17
700,MPL_ECOLI,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase OS=Escherichia coli (strain K12) GN=mpl PE=1 SV=3",50298,5.308447265625,0,0,useful,23,False,"[[0.33333333333333331, 3, 0.22], [1.0, 3, 0.34000000000000002], [1.6666666666666665, 3, 0.11], [0.33333333333333331, 4, 0.34000000000000002], [1.0, 4, 0.34999999999999998], [1.6666666666666665, 4, 0.11], [2.3333333333333335, 4, 0.22], [3.0, 4, 0.34000000000000002], [0.33333333333333331, 5, 0.20999999999999999], [1.0, 5, 0.10000000000000001], [1.6666666666666665, 5, 0.11], [2.3333333333333335, 5, 0.10000000000000001], [3.0, 5, 0.22], [4.333333333333333, 5, 0.10000000000000001], [7.6666666666666661, 5, 0.11], [2.3333333333333335, 6, 0.10000000000000001], [3.6666666666666665, 6, 0.10000000000000001], [4.333333333333333, 6, 0.10000000000000001], [4.9999999999999991, 6, 0.11], [5.6666666666666661, 6, 0.10000000000000001], [7.6666666666666661, 6, 0.10000000000000001], [5.6666666666666661, 7, 0.11], [7.6666666666666661, 7, 0.10000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0
701,MPPA_ECOLI,Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2,59977,7.746142578124999,0,0,found,6,False,"[[0.33333333333333331, 9, 0.089999999999999997], [1.0, 9, 0.089999999999999997], [1.6666666666666665, 9, 0.089999999999999997], [2.3333333333333335, 9, 0.080000000000000002], [3.0, 9, 0.089999999999999997], [5.6666666666666661, 9, 0.089999999999999997]]",0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
